"MTU (UTC)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"05/03/2025 22:45 - 05/03/2025 23:00","BZN|DE-LU","52292.97","51364.20"
"05/03/2025 23:00 - 05/03/2025 23:15","BZN|DE-LU","51597.08","50156.90"
"05/03/2025 23:15 - 05/03/2025 23:30","BZN|DE-LU","51418.87","49647.19"
"05/03/2025 23:30 - 05/03/2025 23:45","BZN|DE-LU","51077.17","49367.62"
"05/03/2025 23:45 - 06/03/2025 00:00","BZN|DE-LU","50840.95","49167.73"
"06/03/2025 00:00 - 06/03/2025 00:15","BZN|DE-LU","50382.93","48825.56"
"06/03/2025 00:15 - 06/03/2025 00:30","BZN|DE-LU","50059.96","48442.43"
"06/03/2025 00:30 - 06/03/2025 00:45","BZN|DE-LU","49950.34","48239.30"
"06/03/2025 00:45 - 06/03/2025 01:00","BZN|DE-LU","49481.88","48096.08"
"06/03/2025 01:00 - 06/03/2025 01:15","BZN|DE-LU","48658.08","47775.79"
"06/03/2025 01:15 - 06/03/2025 01:30","BZN|DE-LU","48580.32","47686.69"
"06/03/2025 01:30 - 06/03/2025 01:45","BZN|DE-LU","48570.78","47721.93"
"06/03/2025 01:45 - 06/03/2025 02:00","BZN|DE-LU","48435.57","47925.83"
"06/03/2025 02:00 - 06/03/2025 02:15","BZN|DE-LU","48223.80","47701.00"
"06/03/2025 02:15 - 06/03/2025 02:30","BZN|DE-LU","48232.63","47974.90"
"06/03/2025 02:30 - 06/03/2025 02:45","BZN|DE-LU","48438.74","47976.34"
"06/03/2025 02:45 - 06/03/2025 03:00","BZN|DE-LU","48548.59","48050.18"
"06/03/2025 03:00 - 06/03/2025 03:15","BZN|DE-LU","49215.37","48546.76"
"06/03/2025 03:15 - 06/03/2025 03:30","BZN|DE-LU","49449.21","49104.25"
"06/03/2025 03:30 - 06/03/2025 03:45","BZN|DE-LU","50095.84","49412.41"
"06/03/2025 03:45 - 06/03/2025 04:00","BZN|DE-LU","50332.93","49512.35"
"06/03/2025 04:00 - 06/03/2025 04:15","BZN|DE-LU","51861.91","51017.65"
"06/03/2025 04:15 - 06/03/2025 04:30","BZN|DE-LU","52161.47","51358.72"
"06/03/2025 04:30 - 06/03/2025 04:45","BZN|DE-LU","53356.93","52126.66"
"06/03/2025 04:45 - 06/03/2025 05:00","BZN|DE-LU","54304.18","53467.57"
"06/03/2025 05:00 - 06/03/2025 05:15","BZN|DE-LU","57425.21","56060.99"
"06/03/2025 05:15 - 06/03/2025 05:30","BZN|DE-LU","59127.58","57996.77"
"06/03/2025 05:30 - 06/03/2025 05:45","BZN|DE-LU","60483.80","59538.01"
"06/03/2025 05:45 - 06/03/2025 06:00","BZN|DE-LU","61055.99","60670.35"
"06/03/2025 06:00 - 06/03/2025 06:15","BZN|DE-LU","62364.79","62407.39"
"06/03/2025 06:15 - 06/03/2025 06:30","BZN|DE-LU","63363.10","63706.38"
"06/03/2025 06:30 - 06/03/2025 06:45","BZN|DE-LU","63735.95","64523.03"
"06/03/2025 06:45 - 06/03/2025 07:00","BZN|DE-LU","64687.66","65107.80"
"06/03/2025 07:00 - 06/03/2025 07:15","BZN|DE-LU","65005.69","65873.65"
"06/03/2025 07:15 - 06/03/2025 07:30","BZN|DE-LU","65598.33","66471.46"
"06/03/2025 07:30 - 06/03/2025 07:45","BZN|DE-LU","65785.98","66885.69"
"06/03/2025 07:45 - 06/03/2025 08:00","BZN|DE-LU","65374.72","67034.56"
"06/03/2025 08:00 - 06/03/2025 08:15","BZN|DE-LU","64935.73","66787.79"
"06/03/2025 08:15 - 06/03/2025 08:30","BZN|DE-LU","65031.15","66806.44"
"06/03/2025 08:30 - 06/03/2025 08:45","BZN|DE-LU","65005.20","67025.82"
"06/03/2025 08:45 - 06/03/2025 09:00","BZN|DE-LU","64650.86","67292.97"
"06/03/2025 09:00 - 06/03/2025 09:15","BZN|DE-LU","63869.59","66730.92"
"06/03/2025 09:15 - 06/03/2025 09:30","BZN|DE-LU","63561.03","66557.45"
"06/03/2025 09:30 - 06/03/2025 09:45","BZN|DE-LU","63046.37","66972.52"
"06/03/2025 09:45 - 06/03/2025 10:00","BZN|DE-LU","62936.17","66997.82"
"06/03/2025 10:00 - 06/03/2025 10:15","BZN|DE-LU","61672.42","66796.10"
"06/03/2025 10:15 - 06/03/2025 10:30","BZN|DE-LU","61785.43","67062.66"
"06/03/2025 10:30 - 06/03/2025 10:45","BZN|DE-LU","61953.35","66968.77"
"06/03/2025 10:45 - 06/03/2025 11:00","BZN|DE-LU","61838.85","67012.55"
"06/03/2025 11:00 - 06/03/2025 11:15","BZN|DE-LU","60076.92","66601.47"
"06/03/2025 11:15 - 06/03/2025 11:30","BZN|DE-LU","59640.67","66256.69"
"06/03/2025 11:30 - 06/03/2025 11:45","BZN|DE-LU","59429.42","65984.24"
"06/03/2025 11:45 - 06/03/2025 12:00","BZN|DE-LU","59047.11","65963.87"
"06/03/2025 12:00 - 06/03/2025 12:15","BZN|DE-LU","59263.92","65826.72"
"06/03/2025 12:15 - 06/03/2025 12:30","BZN|DE-LU","58612.45","65169.80"
"06/03/2025 12:30 - 06/03/2025 12:45","BZN|DE-LU","58326.19","64655.27"
"06/03/2025 12:45 - 06/03/2025 13:00","BZN|DE-LU","57379.27","63993.52"
"06/03/2025 13:00 - 06/03/2025 13:15","BZN|DE-LU","57754.98","63588.89"
"06/03/2025 13:15 - 06/03/2025 13:30","BZN|DE-LU","57919.11","62981.31"
"06/03/2025 13:30 - 06/03/2025 13:45","BZN|DE-LU","57523.00","62011.53"
"06/03/2025 13:45 - 06/03/2025 14:00","BZN|DE-LU","57123.49","61985.19"
"06/03/2025 14:00 - 06/03/2025 14:15","BZN|DE-LU","57326.14","61959.90"
"06/03/2025 14:15 - 06/03/2025 14:30","BZN|DE-LU","56990.56","61539.91"
"06/03/2025 14:30 - 06/03/2025 14:45","BZN|DE-LU","57139.34","61005.85"
"06/03/2025 14:45 - 06/03/2025 15:00","BZN|DE-LU","56912.28","60965.35"
"06/03/2025 15:00 - 06/03/2025 15:15","BZN|DE-LU","57398.14","61143.52"
"06/03/2025 15:15 - 06/03/2025 15:30","BZN|DE-LU","57870.90","61074.58"
"06/03/2025 15:30 - 06/03/2025 15:45","BZN|DE-LU","58349.00","60948.60"
"06/03/2025 15:45 - 06/03/2025 16:00","BZN|DE-LU","59232.23","61131.77"
"06/03/2025 16:00 - 06/03/2025 16:15","BZN|DE-LU","60394.72","61862.65"
"06/03/2025 16:15 - 06/03/2025 16:30","BZN|DE-LU","61415.05","62412.36"
"06/03/2025 16:30 - 06/03/2025 16:45","BZN|DE-LU","62481.65","62999.36"
"06/03/2025 16:45 - 06/03/2025 17:00","BZN|DE-LU","62875.37","63539.52"
"06/03/2025 17:00 - 06/03/2025 17:15","BZN|DE-LU","63469.31","63671.81"
"06/03/2025 17:15 - 06/03/2025 17:30","BZN|DE-LU","63789.11","64279.70"
"06/03/2025 17:30 - 06/03/2025 17:45","BZN|DE-LU","64339.02","64662.70"
"06/03/2025 17:45 - 06/03/2025 18:00","BZN|DE-LU","64499.87","64771.66"
"06/03/2025 18:00 - 06/03/2025 18:15","BZN|DE-LU","64525.85","64734.10"
"06/03/2025 18:15 - 06/03/2025 18:30","BZN|DE-LU","63791.04","64088.41"
"06/03/2025 18:30 - 06/03/2025 18:45","BZN|DE-LU","62926.17","63685.24"
"06/03/2025 18:45 - 06/03/2025 19:00","BZN|DE-LU","62555.89","62856.78"
"06/03/2025 19:00 - 06/03/2025 19:15","BZN|DE-LU","60860.37","62372.78"
"06/03/2025 19:15 - 06/03/2025 19:30","BZN|DE-LU","60239.99","61461.37"
"06/03/2025 19:30 - 06/03/2025 19:45","BZN|DE-LU","59397.37","60510.32"
"06/03/2025 19:45 - 06/03/2025 20:00","BZN|DE-LU","58861.21","59688.13"
"06/03/2025 20:00 - 06/03/2025 20:15","BZN|DE-LU","57973.21","59047.35"
"06/03/2025 20:15 - 06/03/2025 20:30","BZN|DE-LU","57150.55","58317.82"
"06/03/2025 20:30 - 06/03/2025 20:45","BZN|DE-LU","56072.91","57719.78"
"06/03/2025 20:45 - 06/03/2025 21:00","BZN|DE-LU","55539.88","56697.47"
"06/03/2025 21:00 - 06/03/2025 21:15","BZN|DE-LU","54306.71","56105.72"
"06/03/2025 21:15 - 06/03/2025 21:30","BZN|DE-LU","53607.26","55571.12"
"06/03/2025 21:30 - 06/03/2025 21:45","BZN|DE-LU","52889.69","54348.16"
"06/03/2025 21:45 - 06/03/2025 22:00","BZN|DE-LU","51727.03","53477.47"
"06/03/2025 22:00 - 06/03/2025 22:15","BZN|DE-LU","50939.72","52588.37"
"06/03/2025 22:15 - 06/03/2025 22:30","BZN|DE-LU","50920.36","51770.77"
"06/03/2025 22:30 - 06/03/2025 22:45","BZN|DE-LU","50159.03","50794.31"
"06/03/2025 22:45 - 06/03/2025 23:00","BZN|DE-LU","49104.17","50126.68"
"06/03/2025 23:00 - 06/03/2025 23:15","BZN|DE-LU","47754.09","50221.79"
"06/03/2025 23:15 - 06/03/2025 23:30","BZN|DE-LU","47477.96","49547.76"
"06/03/2025 23:30 - 06/03/2025 23:45","BZN|DE-LU","47338.80","49300.61"
"06/03/2025 23:45 - 07/03/2025 00:00","BZN|DE-LU","46722.39","48941.83"
"07/03/2025 00:00 - 07/03/2025 00:15","BZN|DE-LU","46031.06","48309.30"
"07/03/2025 00:15 - 07/03/2025 00:30","BZN|DE-LU","45721.24","48208.13"
"07/03/2025 00:30 - 07/03/2025 00:45","BZN|DE-LU","45585.89","47893.58"
"07/03/2025 00:45 - 07/03/2025 01:00","BZN|DE-LU","45117.89","47707.51"
"07/03/2025 01:00 - 07/03/2025 01:15","BZN|DE-LU","44330.41","47375.69"
"07/03/2025 01:15 - 07/03/2025 01:30","BZN|DE-LU","44082.33","47405.45"
"07/03/2025 01:30 - 07/03/2025 01:45","BZN|DE-LU","44187.14","47464.88"
"07/03/2025 01:45 - 07/03/2025 02:00","BZN|DE-LU","44444.61","47507.77"
"07/03/2025 02:00 - 07/03/2025 02:15","BZN|DE-LU","44867.37","47745.32"
"07/03/2025 02:15 - 07/03/2025 02:30","BZN|DE-LU","44875.09","47721.10"
"07/03/2025 02:30 - 07/03/2025 02:45","BZN|DE-LU","45228.23","47861.80"
"07/03/2025 02:45 - 07/03/2025 03:00","BZN|DE-LU","45700.29","48168.09"
"07/03/2025 03:00 - 07/03/2025 03:15","BZN|DE-LU","46433.14","48838.39"
"07/03/2025 03:15 - 07/03/2025 03:30","BZN|DE-LU","47002.13","48786.50"
"07/03/2025 03:30 - 07/03/2025 03:45","BZN|DE-LU","47382.60","49396.90"
"07/03/2025 03:45 - 07/03/2025 04:00","BZN|DE-LU","47821.87","49643.36"
"07/03/2025 04:00 - 07/03/2025 04:15","BZN|DE-LU","49331.04","50906.03"
"07/03/2025 04:15 - 07/03/2025 04:30","BZN|DE-LU","50076.99","51419.27"
"07/03/2025 04:30 - 07/03/2025 04:45","BZN|DE-LU","50977.52","52559.96"
"07/03/2025 04:45 - 07/03/2025 05:00","BZN|DE-LU","52005.90","53922.55"
"07/03/2025 05:00 - 07/03/2025 05:15","BZN|DE-LU","54425.26","56467.16"
"07/03/2025 05:15 - 07/03/2025 05:30","BZN|DE-LU","56621.12","58485.66"
"07/03/2025 05:30 - 07/03/2025 05:45","BZN|DE-LU","57805.41","59943.43"
"07/03/2025 05:45 - 07/03/2025 06:00","BZN|DE-LU","58980.56","61048.45"
"07/03/2025 06:00 - 07/03/2025 06:15","BZN|DE-LU","59744.18","62587.47"
"07/03/2025 06:15 - 07/03/2025 06:30","BZN|DE-LU","61291.34","63141.30"
"07/03/2025 06:30 - 07/03/2025 06:45","BZN|DE-LU","62060.11","64063.61"
"07/03/2025 06:45 - 07/03/2025 07:00","BZN|DE-LU","61866.37","64630.73"
"07/03/2025 07:00 - 07/03/2025 07:15","BZN|DE-LU","62197.63","65681.80"
"07/03/2025 07:15 - 07/03/2025 07:30","BZN|DE-LU","62849.99","66421.85"
"07/03/2025 07:30 - 07/03/2025 07:45","BZN|DE-LU","63363.54","67046.50"
"07/03/2025 07:45 - 07/03/2025 08:00","BZN|DE-LU","63621.29","67404.45"
"07/03/2025 08:00 - 07/03/2025 08:15","BZN|DE-LU","62335.48","67300.81"
"07/03/2025 08:15 - 07/03/2025 08:30","BZN|DE-LU","62893.36","67213.10"
"07/03/2025 08:30 - 07/03/2025 08:45","BZN|DE-LU","63247.53","67570.35"
"07/03/2025 08:45 - 07/03/2025 09:00","BZN|DE-LU","62352.02","67793.55"
"07/03/2025 09:00 - 07/03/2025 09:15","BZN|DE-LU","61420.62","67581.64"
"07/03/2025 09:15 - 07/03/2025 09:30","BZN|DE-LU","61919.54","67549.29"
"07/03/2025 09:30 - 07/03/2025 09:45","BZN|DE-LU","61634.85","67815.08"
"07/03/2025 09:45 - 07/03/2025 10:00","BZN|DE-LU","61137.03","68046.41"
"07/03/2025 10:00 - 07/03/2025 10:15","BZN|DE-LU","59923.85","67480.46"
"07/03/2025 10:15 - 07/03/2025 10:30","BZN|DE-LU","59370.50","67379.43"
"07/03/2025 10:30 - 07/03/2025 10:45","BZN|DE-LU","59552.01","67225.50"
"07/03/2025 10:45 - 07/03/2025 11:00","BZN|DE-LU","59027.34","67064.63"
"07/03/2025 11:00 - 07/03/2025 11:15","BZN|DE-LU","58261.84","66597.07"
"07/03/2025 11:15 - 07/03/2025 11:30","BZN|DE-LU","57841.47","66343.22"
"07/03/2025 11:30 - 07/03/2025 11:45","BZN|DE-LU","57386.29","66080.37"
"07/03/2025 11:45 - 07/03/2025 12:00","BZN|DE-LU","57213.38","65709.30"
"07/03/2025 12:00 - 07/03/2025 12:15","BZN|DE-LU","56414.01","65050.20"
"07/03/2025 12:15 - 07/03/2025 12:30","BZN|DE-LU","55940.55","64670.99"
"07/03/2025 12:30 - 07/03/2025 12:45","BZN|DE-LU","55393.14","63898.77"
"07/03/2025 12:45 - 07/03/2025 13:00","BZN|DE-LU","54693.58","62979.30"
"07/03/2025 13:00 - 07/03/2025 13:15","BZN|DE-LU","54772.07","62522.54"
"07/03/2025 13:15 - 07/03/2025 13:30","BZN|DE-LU","54245.56","62071.64"
"07/03/2025 13:30 - 07/03/2025 13:45","BZN|DE-LU","54228.00","61494.36"
"07/03/2025 13:45 - 07/03/2025 14:00","BZN|DE-LU","54135.90","61289.92"
"07/03/2025 14:00 - 07/03/2025 14:15","BZN|DE-LU","54586.28","61320.72"
"07/03/2025 14:15 - 07/03/2025 14:30","BZN|DE-LU","54651.45","61296.04"
"07/03/2025 14:30 - 07/03/2025 14:45","BZN|DE-LU","54477.53","60816.72"
"07/03/2025 14:45 - 07/03/2025 15:00","BZN|DE-LU","54420.96","60638.83"
"07/03/2025 15:00 - 07/03/2025 15:15","BZN|DE-LU","55796.35","61180.55"
"07/03/2025 15:15 - 07/03/2025 15:30","BZN|DE-LU","55713.80","61180.74"
"07/03/2025 15:30 - 07/03/2025 15:45","BZN|DE-LU","55786.63","60943.56"
"07/03/2025 15:45 - 07/03/2025 16:00","BZN|DE-LU","56306.53","61200.79"
"07/03/2025 16:00 - 07/03/2025 16:15","BZN|DE-LU","57404.27","61471.41"
"07/03/2025 16:15 - 07/03/2025 16:30","BZN|DE-LU","58118.22","62107.32"
"07/03/2025 16:30 - 07/03/2025 16:45","BZN|DE-LU","58970.34","62452.39"
"07/03/2025 16:45 - 07/03/2025 17:00","BZN|DE-LU","59652.12","62869.09"
"07/03/2025 17:00 - 07/03/2025 17:15","BZN|DE-LU","60509.47","63207.53"
"07/03/2025 17:15 - 07/03/2025 17:30","BZN|DE-LU","60641.41","63696.15"
"07/03/2025 17:30 - 07/03/2025 17:45","BZN|DE-LU","61005.78","63843.19"
"07/03/2025 17:45 - 07/03/2025 18:00","BZN|DE-LU","61535.79","64059.91"
"07/03/2025 18:00 - 07/03/2025 18:15","BZN|DE-LU","61251.06","64090.75"
"07/03/2025 18:15 - 07/03/2025 18:30","BZN|DE-LU","60589.43","63297.74"
"07/03/2025 18:30 - 07/03/2025 18:45","BZN|DE-LU","60358.26","62794.66"
"07/03/2025 18:45 - 07/03/2025 19:00","BZN|DE-LU","59723.67","61934.11"
"07/03/2025 19:00 - 07/03/2025 19:15","BZN|DE-LU","58109.96","60939.11"
"07/03/2025 19:15 - 07/03/2025 19:30","BZN|DE-LU","57330.90","59731.17"
"07/03/2025 19:30 - 07/03/2025 19:45","BZN|DE-LU","56429.26","59227.97"
"07/03/2025 19:45 - 07/03/2025 20:00","BZN|DE-LU","55278.53","57934.39"
"07/03/2025 20:00 - 07/03/2025 20:15","BZN|DE-LU","54582.18","57201.48"
"07/03/2025 20:15 - 07/03/2025 20:30","BZN|DE-LU","53774.18","56431.00"
"07/03/2025 20:30 - 07/03/2025 20:45","BZN|DE-LU","53200.51","55514.68"
"07/03/2025 20:45 - 07/03/2025 21:00","BZN|DE-LU","52130.07","54674.32"
"07/03/2025 21:00 - 07/03/2025 21:15","BZN|DE-LU","51396.79","54097.72"
"07/03/2025 21:15 - 07/03/2025 21:30","BZN|DE-LU","51073.63","53508.33"
"07/03/2025 21:30 - 07/03/2025 21:45","BZN|DE-LU","50243.11","52818.30"
"07/03/2025 21:45 - 07/03/2025 22:00","BZN|DE-LU","49445.91","52029.42"
"07/03/2025 22:00 - 07/03/2025 22:15","BZN|DE-LU","48257.92","51023.85"
"07/03/2025 22:15 - 07/03/2025 22:30","BZN|DE-LU","47727.80","50339.03"
"07/03/2025 22:30 - 07/03/2025 22:45","BZN|DE-LU","47112.56","49333.81"
"07/03/2025 22:45 - 07/03/2025 23:00","BZN|DE-LU","46519.80","48694.41"
"07/03/2025 23:00 - 07/03/2025 23:15","BZN|DE-LU","46478.94","47666.23"
"07/03/2025 23:15 - 07/03/2025 23:30","BZN|DE-LU","46181.23","47176.41"
"07/03/2025 23:30 - 07/03/2025 23:45","BZN|DE-LU","45637.25","46652.70"
"07/03/2025 23:45 - 08/03/2025 00:00","BZN|DE-LU","45214.95","46366.86"
"08/03/2025 00:00 - 08/03/2025 00:15","BZN|DE-LU","44716.48","45622.43"
"08/03/2025 00:15 - 08/03/2025 00:30","BZN|DE-LU","44360.62","45272.05"
"08/03/2025 00:30 - 08/03/2025 00:45","BZN|DE-LU","44244.30","44959.31"
"08/03/2025 00:45 - 08/03/2025 01:00","BZN|DE-LU","44032.03","44674.14"
"08/03/2025 01:00 - 08/03/2025 01:15","BZN|DE-LU","43523.43","44332.23"
"08/03/2025 01:15 - 08/03/2025 01:30","BZN|DE-LU","43049.40","44241.09"
"08/03/2025 01:30 - 08/03/2025 01:45","BZN|DE-LU","43033.79","43985.69"
"08/03/2025 01:45 - 08/03/2025 02:00","BZN|DE-LU","43322.38","44022.87"
"08/03/2025 02:00 - 08/03/2025 02:15","BZN|DE-LU","42858.48","43988.54"
"08/03/2025 02:15 - 08/03/2025 02:30","BZN|DE-LU","42778.94","43965.61"
"08/03/2025 02:30 - 08/03/2025 02:45","BZN|DE-LU","42824.33","43843.70"
"08/03/2025 02:45 - 08/03/2025 03:00","BZN|DE-LU","43174.93","43806.18"
"08/03/2025 03:00 - 08/03/2025 03:15","BZN|DE-LU","43507.57","43962.16"
"08/03/2025 03:15 - 08/03/2025 03:30","BZN|DE-LU","43413.97","43916.44"
"08/03/2025 03:30 - 08/03/2025 03:45","BZN|DE-LU","43487.53","43889.76"
"08/03/2025 03:45 - 08/03/2025 04:00","BZN|DE-LU","43406.29","44062.93"
"08/03/2025 04:00 - 08/03/2025 04:15","BZN|DE-LU","43767.75","44406.12"
"08/03/2025 04:15 - 08/03/2025 04:30","BZN|DE-LU","43539.11","44328.25"
"08/03/2025 04:30 - 08/03/2025 04:45","BZN|DE-LU","43527.72","44094.80"
"08/03/2025 04:45 - 08/03/2025 05:00","BZN|DE-LU","44028.62","44226.62"
"08/03/2025 05:00 - 08/03/2025 05:15","BZN|DE-LU","44417.58","44755.31"
"08/03/2025 05:15 - 08/03/2025 05:30","BZN|DE-LU","44740.24","45175.13"
"08/03/2025 05:30 - 08/03/2025 05:45","BZN|DE-LU","45043.20","45413.05"
"08/03/2025 05:45 - 08/03/2025 06:00","BZN|DE-LU","45220.05","45738.87"
"08/03/2025 06:00 - 08/03/2025 06:15","BZN|DE-LU","46148.74","46461.17"
"08/03/2025 06:15 - 08/03/2025 06:30","BZN|DE-LU","47053.65","47103.13"
"08/03/2025 06:30 - 08/03/2025 06:45","BZN|DE-LU","47790.84","47886.81"
"08/03/2025 06:45 - 08/03/2025 07:00","BZN|DE-LU","48375.24","48674.21"
"08/03/2025 07:00 - 08/03/2025 07:15","BZN|DE-LU","48778.10","49781.80"
"08/03/2025 07:15 - 08/03/2025 07:30","BZN|DE-LU","49446.32","50820.77"
"08/03/2025 07:30 - 08/03/2025 07:45","BZN|DE-LU","50120.88","51891.65"
"08/03/2025 07:45 - 08/03/2025 08:00","BZN|DE-LU","51003.02","52489.97"
"08/03/2025 08:00 - 08/03/2025 08:15","BZN|DE-LU","50571.84","53154.12"
"08/03/2025 08:15 - 08/03/2025 08:30","BZN|DE-LU","51218.42","53706.08"
"08/03/2025 08:30 - 08/03/2025 08:45","BZN|DE-LU","51671.65","54466.13"
"08/03/2025 08:45 - 08/03/2025 09:00","BZN|DE-LU","52190.26","54775.21"
"08/03/2025 09:00 - 08/03/2025 09:15","BZN|DE-LU","51037.70","54464.19"
"08/03/2025 09:15 - 08/03/2025 09:30","BZN|DE-LU","51064.13","55081.05"
"08/03/2025 09:30 - 08/03/2025 09:45","BZN|DE-LU","50951.48","55601.69"
"08/03/2025 09:45 - 08/03/2025 10:00","BZN|DE-LU","51023.96","55764.83"
"08/03/2025 10:00 - 08/03/2025 10:15","BZN|DE-LU","49772.33","55458.30"
"08/03/2025 10:15 - 08/03/2025 10:30","BZN|DE-LU","49905.51","55820.09"
"08/03/2025 10:30 - 08/03/2025 10:45","BZN|DE-LU","49880.98","56026.62"
"08/03/2025 10:45 - 08/03/2025 11:00","BZN|DE-LU","49974.90","55925.74"
"08/03/2025 11:00 - 08/03/2025 11:15","BZN|DE-LU","49567.39","55302.54"
"08/03/2025 11:15 - 08/03/2025 11:30","BZN|DE-LU","49069.46","55017.82"
"08/03/2025 11:30 - 08/03/2025 11:45","BZN|DE-LU","48503.67","54728.78"
"08/03/2025 11:45 - 08/03/2025 12:00","BZN|DE-LU","48108.14","54382.67"
"08/03/2025 12:00 - 08/03/2025 12:15","BZN|DE-LU","47559.45","53676.91"
"08/03/2025 12:15 - 08/03/2025 12:30","BZN|DE-LU","47202.49","53049.49"
"08/03/2025 12:30 - 08/03/2025 12:45","BZN|DE-LU","46116.09","52426.98"
"08/03/2025 12:45 - 08/03/2025 13:00","BZN|DE-LU","46008.81","51827.00"
"08/03/2025 13:00 - 08/03/2025 13:15","BZN|DE-LU","45301.36","51295.70"
"08/03/2025 13:15 - 08/03/2025 13:30","BZN|DE-LU","44772.56","50846.81"
"08/03/2025 13:30 - 08/03/2025 13:45","BZN|DE-LU","44283.25","50259.64"
"08/03/2025 13:45 - 08/03/2025 14:00","BZN|DE-LU","43603.25","50196.53"
"08/03/2025 14:00 - 08/03/2025 14:15","BZN|DE-LU","44916.53","50283.60"
"08/03/2025 14:15 - 08/03/2025 14:30","BZN|DE-LU","44300.68","50188.30"
"08/03/2025 14:30 - 08/03/2025 14:45","BZN|DE-LU","44235.46","50106.93"
"08/03/2025 14:45 - 08/03/2025 15:00","BZN|DE-LU","44608.07","50202.48"
"08/03/2025 15:00 - 08/03/2025 15:15","BZN|DE-LU","45614.44","50670.65"
"08/03/2025 15:15 - 08/03/2025 15:30","BZN|DE-LU","46123.01","50673.28"
"08/03/2025 15:30 - 08/03/2025 15:45","BZN|DE-LU","46375.70","50941.64"
"08/03/2025 15:45 - 08/03/2025 16:00","BZN|DE-LU","47120.25","51193.05"
"08/03/2025 16:00 - 08/03/2025 16:15","BZN|DE-LU","48473.94","51836.31"
"08/03/2025 16:15 - 08/03/2025 16:30","BZN|DE-LU","49494.55","52247.25"
"08/03/2025 16:30 - 08/03/2025 16:45","BZN|DE-LU","50900.93","52609.38"
"08/03/2025 16:45 - 08/03/2025 17:00","BZN|DE-LU","51651.76","53271.67"
"08/03/2025 17:00 - 08/03/2025 17:15","BZN|DE-LU","52916.44","54015.60"
"08/03/2025 17:15 - 08/03/2025 17:30","BZN|DE-LU","53274.35","54592.02"
"08/03/2025 17:30 - 08/03/2025 17:45","BZN|DE-LU","53816.00","54995.72"
"08/03/2025 17:45 - 08/03/2025 18:00","BZN|DE-LU","54456.89","55420.33"
"08/03/2025 18:00 - 08/03/2025 18:15","BZN|DE-LU","54336.60","55545.85"
"08/03/2025 18:15 - 08/03/2025 18:30","BZN|DE-LU","54149.07","54798.06"
"08/03/2025 18:30 - 08/03/2025 18:45","BZN|DE-LU","54022.11","54598.45"
"08/03/2025 18:45 - 08/03/2025 19:00","BZN|DE-LU","53022.62","53749.28"
"08/03/2025 19:00 - 08/03/2025 19:15","BZN|DE-LU","52286.24","52930.80"
"08/03/2025 19:15 - 08/03/2025 19:30","BZN|DE-LU","51892.63","51984.99"
"08/03/2025 19:30 - 08/03/2025 19:45","BZN|DE-LU","51546.07","51198.32"
"08/03/2025 19:45 - 08/03/2025 20:00","BZN|DE-LU","50637.99","50584.23"
"08/03/2025 20:00 - 08/03/2025 20:15","BZN|DE-LU","49772.37","50132.40"
"08/03/2025 20:15 - 08/03/2025 20:30","BZN|DE-LU","49101.04","49560.66"
"08/03/2025 20:30 - 08/03/2025 20:45","BZN|DE-LU","48575.10","49139.11"
"08/03/2025 20:45 - 08/03/2025 21:00","BZN|DE-LU","47948.47","48531.53"
"08/03/2025 21:00 - 08/03/2025 21:15","BZN|DE-LU","47797.06","48307.59"
"08/03/2025 21:15 - 08/03/2025 21:30","BZN|DE-LU","47260.23","47825.99"
"08/03/2025 21:30 - 08/03/2025 21:45","BZN|DE-LU","46636.59","47269.07"
"08/03/2025 21:45 - 08/03/2025 22:00","BZN|DE-LU","46014.19","46629.81"
"08/03/2025 22:00 - 08/03/2025 22:15","BZN|DE-LU","45399.64","46092.19"
"08/03/2025 22:15 - 08/03/2025 22:30","BZN|DE-LU","44527.11","45649.48"
"08/03/2025 22:30 - 08/03/2025 22:45","BZN|DE-LU","43726.23","44853.35"
"08/03/2025 22:45 - 08/03/2025 23:00","BZN|DE-LU","43017.85","44219.63"
"08/03/2025 23:00 - 08/03/2025 23:15","BZN|DE-LU","42280.00","43812.00"
"08/03/2025 23:15 - 08/03/2025 23:30","BZN|DE-LU","41632.77","43358.26"
"08/03/2025 23:30 - 08/03/2025 23:45","BZN|DE-LU","41231.21","43056.25"
"08/03/2025 23:45 - 09/03/2025 00:00","BZN|DE-LU","40618.97","42715.56"
"09/03/2025 00:00 - 09/03/2025 00:15","BZN|DE-LU","40197.90","42130.01"
"09/03/2025 00:15 - 09/03/2025 00:30","BZN|DE-LU","39988.43","41736.50"
"09/03/2025 00:30 - 09/03/2025 00:45","BZN|DE-LU","39732.11","41485.81"
"09/03/2025 00:45 - 09/03/2025 01:00","BZN|DE-LU","39363.28","41319.53"
"09/03/2025 01:00 - 09/03/2025 01:15","BZN|DE-LU","39205.16","41127.08"
"09/03/2025 01:15 - 09/03/2025 01:30","BZN|DE-LU","39208.30","40981.87"
"09/03/2025 01:30 - 09/03/2025 01:45","BZN|DE-LU","39149.82","40969.82"
"09/03/2025 01:45 - 09/03/2025 02:00","BZN|DE-LU","38860.01","40942.40"
"09/03/2025 02:00 - 09/03/2025 02:15","BZN|DE-LU","38761.65","40970.43"
"09/03/2025 02:15 - 09/03/2025 02:30","BZN|DE-LU","38826.99","40988.81"
